pid,ProductId,Post_Review,Platform,Rating,Date,Helpful,Label
703,B005NEXK6Y,Beautiful the little baby robe ---A beautiful gift for birth and also beautiful this breathing as the belly lifts.Comfortable light. Secure purchase recommendation.,Amazon,5,21-09-20,,1
706,B005NEXK6Y,"In itself it is a sweet cuddly toy/toy, but the price is too high!",Facebook,3,24-02-21,,1
708,B005NEXK6Y,Thank you again,Twitter,5,19-12-20,,0
709,B00448SNSA,Very fluffy and pleasant. Due to the light vibration very soothing for the child.,Instagram,5,05-02-21,,1
711,B0002XIB2Y,Very sweet.,Flipcart,5,25-02-21,,1
712,B0002XIB2Y,"The otter is basically very sweet and fluffy, but unfortunately the motor for the abdominal movement is very loud and thus extremely disturbing.",Amazon,3,04-11-20,,1
714,B0002XIB2Y,"Was for a friend, but her baby loves it when I'm ready, I want it for my baby too",Flipcart,5,15-01-21,,0
715,B0002XIB2Y,Pleasant sleep aid. Especially the night light is very soothing and the melodies have a nice sound.,Amazon,5,09-02-20,,1
716,B000F0G75W,"We like the music box very well. A star trigger, because the ""breath function"" is very loud.",Flipcart,4,18-01-20,,1
718,B001EQ4DVQ,Super gift,Amazon,5,09-11-20,,1
719,B001EQ4DVQ,Super sweet can be completely adjusted. Velcro closure is not to be opened by children. The slumber songs are also very pleasant.,Facebook,5,28-10-20,,1
721,B001EQ4DVQ,Super Sweet my granddaughter sleeps fantastically with the Otter and he is also positively rated by the parents.,Twitter,5,16-12-20,,1
723,B001EQ4DVQ,Very nice. Not too loud and very cuddly.,Amazon,5,13-02-20,,1
726,B001EQ4DVQ,Beautiful companion for the little ones. We mainly use the beautiful songs as a sleeping ritual and the snoring of the otter (mega sweet) you get tired of it yourself. ;),Instagram,5,09-09-20,,1
727,B001EQ4DVQ,A great cuddly animalHelps our twins fall asleep,Flipcart,5,15-01-21,,1
736,B001EQ4DVQ,"Only lasts 1.5 months, then the mechanism broke in the belly and it also no longer played music. One expects more for the money, especially a longer possibility of use.",Amazon,1,17-12-20,,1
737,B001EQ4DVQ,"Give the otter to friends when they become parents, everyone loves him!! Not artificial and cuddly",Flipcart,5,21-12-20,,0
738,B004DTNJU2,Very nice and useful article. Is worth the money.,Amazon,5,25-11-22,,1
739,B004DTNJU2,Our little one loves her otter so much that he belongs to the sleep ritual every evening.,Facebook,5,07-12-20,,1
740,B004DTNJU2,"Neutral smell, in itself great product, unfortunately it surrs a little.",Twitter,4,26-11-20,,1
742,B00473OV2E,"I love the slumber otter!Of course, my son too.There are different sounds.We always use the music and even I can relax as a mama.",Instagram,4,20-03-20,,1
744,B00473OV2E,"I bought the slumber otter in March and it doesn't work properly anymore, it stops after 5-10 seconds.",Flipcart,1,21-11-20,,1
747,B0048IACB2,"Great gift, feels very good, discreet light with pleasantly gentle music",Amazon,5,06-03-21,,0
748,B006F2NYI2,Music and sounds great. My grandson loves him.,Flipcart,5,30-11-20,,1
749,B006F2NYI2,"Very sweet, but you can really hear the noise from the engine, so a star trigger.",Amazon,4,05-11-22,1,1
750,B006F2NYI2,I was really surprised how real that breathing looks. I would buy it again,Facebook,5,28-02-20,,1
751,B006F2NYI2,"The sound does not sound quite natural, but our baby loves the otter. It is used both at day and at night.",Twitter,5,22-01-20,,1
753,B006F2NYI2,It is simply great. It helps the baby if they do not come to rest to fall asleep. Highly recommended. The automatic shutdown of 30 min is also good.,Instagram,5,14-10-20,,1
755,B006F2NYI2,Engine too loud,Flipcart,3,25-02-21,,1
756,B006F2NYI2,Every evening as ritual in use for almost 4 months. Whether it helps. Mhhh. I think so:),Amazon,5,26-02-20,,0
758,B006F2NYI2,Very good,Flipcart,5,11-11-20,,1
759,B006F2NYI2,Super cuddly toy biting fluffy at the beginning but that's all great,Amazon,5,15-12-22,,1
761,B006F2NYI2,"Looks very cute, nice music but unfortunately the engine is a bit noisy and rather annoying when falling asleep.",Facebook,3,08-08-20,,1
762,B006F2NYI2,"Great to give away, but also for you, even if you are pregnant and put it on your stomach in the evening.",Twitter,5,07-03-21,,0
763,B006F2NYI2,"Such a great music box, loudness can be super regulated like the other sounds. Unfortunately, the small engine slows down after a while.",Instagram,4,17-12-20,,1
767,B006F2NYI2,The video promises more than original... Totally disappointed....,Flipcart,1,02-01-20,,1
768,B004A8VV42,Article as expected. Just great.,Amazon,5,12-01-21,,0
769,B002XG21MO,The otter was a gift for my little grandson. So I can't judge; but I haven't heard anything negative from the parents yet.,Flipcart,5,13-10-20,,1
770,B002XG21MO,Very quickly and with great joy received!,Amazon,5,24-12-22,,1
771,B002XG21MO,That keeps hanging and then you can use the nixht more.For what it costs it is not good,Flipcart,1,09-12-20,,1
772,B002XG21MO,Super sweet and easy to use. The small sleeps great with it. Music plays about 30 min and is very soothing. Just recommended.,Amazon,5,23-06-20,,0
773,B002XG21MO,Our son loves the otter he always has to fall asleep,Facebook,5,13-12-20,,1
776,B002XG21MO,"All right, but it's a little too quiet for us.",Twitter,4,29-11-22,,1
778,B006GK4XVA,Was a gift and arrived great. Highly recommended.,Amazon,5,29-07-20,,1
779,B0049UVNYY,This stuffed animal is super sweet and there are already several friends for their children bought this stuffed animal. It is really recommended.,Instagram,5,11-01-21,,1
780,B0062KYM9C,"Product already bought twice. Both times broken, after only a short time. Songs are played only briefly.",Flipcart,1,28-02-21,,1
785,B0002MKFEM,Such a sweet part!,Amazon,5,22-12-20,,0
786,B0040TPNO0,very nice part recommended,Flipcart,5,23-09-20,,1
787,B0048IK8UC,My niece loves it.,Amazon,5,29-10-20,,1
788,B000LRG11O,My grandson loves it.,Facebook,5,29-11-20,,1
790,B001E6KBSK,Very sweet.,Twitter,5,19-10-20,,1
792,B001E6KBSK,"Unfortunately after 3x use defective..Very nice otter, but unfortunately we caught a ""Monday-Otter"", which after a short time does not work properly..A lot of money for it - a pity!",Instagram,1,19-04-20,,1
793,B001E6KBSK,Unfortunately it did not come as a gift to have thought that one would then have packed it in wrapping paper because it is offered but was unfortunately not the case.,Flipcart,5,03-03-21,,0
794,B001E6KBSK,Very beautiful my child loves it!,Amazon,5,15-01-21,,1
795,B001E6KBSK,"Lovingly designed, great quality simply top",Flipcart,5,27-02-20,,1
796,B001E6KBSK,Very good gift have been.And great for calming and hushing.Uses more our big over 3 years but also great for our small 10 months.,Amazon,5,23-02-20,,1
799,B001E6KBSK,And it practically didn't help my baby falling asleep... :(,Facebook,3,04-03-21,,1
800,B001E6KBSK,"At first everything worked fine, but the third time the batteries were already empty- I wouldn't have expected that at the price. Too bad.",Twitter,3,17-11-22,,0
801,B001E6KBSK,The product is after 4 times used capput... no sound left,Instagram,1,07-12-20,,0
802,B001E6KBSK,"If I had known before that my daughter could calm down and help to fall asleep, I would have ordered it much earlier. We are very happy with it.",Flipcart,5,21-01-21,,0
804,B001E6KBSK,Very cute,Amazon,5,13-10-22,,1
807,B001E6KBSK,Child loves him now have him longer and even keeps great even after the fall out of bed,Flipcart,5,06-02-21,,1
808,B001E6KBSK,"Very nice, child likes it very well",Amazon,5,01-02-21,,1
810,B001E6KBSK,This little slumber bear is perfect for my little 4 month old granddaughter.She is always looking forward to her slumber music and falls asleep peacefully.,Facebook,5,03-12-22,,1
811,B001E6KBSK,Everything went well,Twitter,4,17-01-21,,1
812,B001E6KBSK,"I find it wonderful. Perfect for babies. While falling asleep, it helps less, but calms down and is nice for playing. I would buy it again and again.",Flipcart,5,02-02-20,,1
813,B001E6KBSK,Everything great with the Otter. Our little one is completely in love with him. Also the battery wear is manageable.,Amazon,4,17-03-20,,1
814,B001E6KBSK,perfect ware,Facebook,5,02-02-21,,1
817,B001E6KBSK,Since the 3rd day my son (11 weeks old) sleeps alone with the otter a ♥,Twitter,4,30-11-20,,1
819,B001E6KBSK,"Unfortunately, after 3-5 seconds the music breaks off every time. Takes 2 weeks after the end of the return period. Very bad. Therefore not to use. And a star.",Instagram,1,26-12-20,,1
820,B001E6KBSK,"The otter is loved with us hot and intimately. The light goes out automatically after a time, which I find a little pity but otherwise very great.",Flipcart,5,05-01-21,,0
823,B001E6KBSK,"Everything is wonderful. The engine for breathing is a bit loud, if you have the music at the smallest level, but otherwise everything chic",Amazon,5,18-02-20,,1
826,B001E6KBSK,It'll help my daughters get to sleep if I'm making this noise.,Flipcart,5,22-01-20,,1
827,B001E6KBSK,"Super pleasant.Compared to every music box, the acoustic is very pleasant.We are fully satisfied with this.",Amazon,5,23-12-20,,1
829,B001E6KBSK,So sweet! Love it!,Facebook,5,13-02-21,,1
831,B001E6KBSK,Super great music box with really nice are sounds and a great heartbeat. Very soothing for the baby. Cuddly soft.,Twitter,5,01-03-21,,1
832,B001E6KBSK,Super sweet look and soothing sounds. Easy to use,Instagram,5,31-08-20,,1
834,B001E6KBSK,"Our son loves this otter! 5* tones are not ""bleaching"" or rushing. It has all been successful",Flipcart,5,27-09-22,,1
838,B0017SRF52,Helps very well to fall asleep... Also to the offspring... 😉,Amazon,5,09-03-20,,1
841,B001HTKS1Y,"It's all great, thank you.",Flipcart,5,02-10-20,,1
843,B001HTKS1Y,To sleep not to think away. Great part,Amazon,5,16-10-22,,1
844,B001HTKS1Y,"Totally cute music box, wonderful sounds, always happy. Came super to the gift",Facebook,5,17-01-21,,1
845,B000FL08PG,Cute and soothes,Twitter,5,18-12-20,,1
847,B000FL08PG,Everything as hoped! Baby sleeps even calmer and more peaceful! Absolute purchase recommendation!,Instagram,5,02-01-20,,1
848,B0018AMWES,Fast delivery.. Beautiful toy again at any time,Flipcart,5,03-03-21,,1
849,B0018AMWES,Our dwarf loves him. Would we buy again,Amazon,5,21-02-20,,1
854,B0018AMWES,The ideal toy to relax and a sleeping partner for my grandson.,Flipcart,5,26-01-20,,1
855,B001TZSDJK,"I am very satisfied, according to my expectation. Nice gift for the very small.",Amazon,5,29-12-20,,1
857,B001TZSDJK,our grandson loves his otter.clear purchase recommendation,Flipcart,5,30-12-22,1,1
858,B000CQG862,Gifted to my 3 month old grandson and he sleeps quite quietly!Bin completely thrilled,Amazon,5,11-01-21,,1
860,B000CQG862,The quality of the music is really good.,Facebook,5,04-12-20,,1
866,B000CQG862,Very sweet,Twitter,5,19-11-22,,1
867,B001SAX7Z6,Already broken after 3 months and seller not contactable!,Amazon,1,03-02-21,,1
868,B000XB80CG,I find the little Otter primaVery pleasant to touchNot too loud,Instagram,5,07-02-20,,0
872,B001GCVLXG,"super great, I still my little one and put him right in the bed with the otter and he sleeps",Flipcart,5,03-01-20,,1
873,B001GCVLXG,"Baby's not here yet, but the mother was really happy.",Amazon,5,01-03-21,,1
874,B001GCVLXG,Super sweet and works great To recommend,Flipcart,5,10-01-20,,1
875,B001GCVLXG,I can only recommend! My child is very enthusiastic!,Amazon,5,10-05-20,,1
881,B001GCVLXG,Is really great to fall asleep and cuddle.,Facebook,5,04-03-20,,1
883,B001GCVLXG,Our little one loves Him.....Never more without him,Twitter,5,01-03-21,,1
886,B0017ZBPTW,"Our baby loves his otter.We really like that you can adjust everything individually, also the volume.",Instagram,5,27-01-20,,1
889,B0017ZBPTW,It's very sweet maybe but too quiet so it doesn't bring anything.. for it too expensive and was now a waste of money for us.,Flipcart,1,21-01-21,,1
890,B0017ZBPTW,"It's just super sweet. Sound can be turned out loud or quiet, the belly moves as if it were real. Just beautiful.",Amazon,5,31-12-20,,0
891,B0017ZBPTW,"I'm totally thrilled, a great little friend for my son, I can only recommend.",Flipcart,5,10-01-20,,1
892,B001QXUTLU,"Beautiful material, very soft and pleasant to touch. Came very well as a gift.",Amazon,5,02-02-21,,1
894,B001QXUTLU,very cuddly and pleasant sounds just great,Facebook,5,14-02-21,,1
900,B004XDMS3C,"Sweet otter, but it could be better upholstered.",Twitter,3,11-12-20,,1
901,B0043PU4VS,"Elegant design, interior can be removed to wash the case",Instagram,5,06-02-21,,0
903,B001GE3T1G,Very well done.,Flipcart,5,16-11-20,,1
904,B001GE3T1G,I'd buy it again at any time.,Amazon,5,19-10-20,,1
906,B001GE3T1G,Exceptional music box that arrives well everywhere,Flipcart,5,04-09-20,,1
910,B001GE3T1G,Very good experiences made for our grandchild,Amazon,5,18-02-21,,1
914,B0035Q0N0I,"My niece loves her ""Otto"" :) Very reassuring for the little one.",Facebook,5,07-01-21,,1
915,B0028PDGQA,My daughter loves him and can sleep better with her otter on the way,Twitter,5,28-01-20,,1
917,B0028PDGQA,This product I can only recommend above all you can also wash it and is easy to use,Instagram,5,13-11-20,,1
919,B0028PDGQA,Our two grandchildren (3m and 1.5) are very excited <3,Flipcart,5,09-01-21,,1
920,B0028PDGQA,"Sleeping aid for our little one! Works great, wouldn't give it any more! Holds what it promises!",Amazon,5,10-02-20,,1
921,B0028PDGQA,Engine of the otter way too loud,Flipcart,3,29-10-20,,1
923,B003UY9GTE,Everything good I can only recommendHave two bought now 2×OpaBoth daughters are thrilled,Amazon,5,31-12-20,,0
926,B006WVH7NE,"The otter is mega soft, baby finds it great and the adjustment options are very good.",Flipcart,5,20-01-20,,1
927,B0030N5K1I,I gave it to my grandson of 9 weeks.Delivery super fast as promised always happy,Amazon,4,28-10-22,,1
928,B0030N5K1I,Super good.,Facebook,5,21-07-20,,1
932,B0030N5K1I,Everything's great,Twitter,5,26-12-20,,1
933,B0030N5K1I,Everything very goodCan be recommended,Amazon,5,10-11-20,,1
935,B004FD13RW,Very good he doesn't want to sleep without,Instagram,5,08-01-21,,1
936,B004FD13RW,Just a wonderful article for babies 的 You're in love with yourself as an adult!,Flipcart,5,11-01-21,,1
937,B004FD13RW,"Really great. Volume can be regulated well, so it is a quiet sleep aid.",Amazon,5,12-10-20,,1
938,B0025ULYKI,"This thing is very nice, but it's too heavy for a baby when it falls on the body.",Flipcart,1,28-12-20,,1
943,B0025ULYKI,The noise level of the machine has become much louder over time and interferes with falling asleep.,Amazon,3,30-10-20,,0
948,B0025ULYKI,"Noise and volume are individually adjustable, therefore very pleasant",Facebook,5,04-02-20,,0
950,B0025ULYKI,Totally reassuring. I gave it to my best friend for the upcoming birth. Super soft!,Twitter,5,21-01-21,,1
954,B0025ULYKI,"An absolute ""must"" for every little child.",Instagram,5,12-05-20,,1
956,B0025ULYKI,My niece loves him. He's super soft and the sounds are super relaxing.,Flipcart,5,22-11-20,,1
960,B0025ULYKI,Our daughter thinks he's great.,Amazon,5,16-09-20,,1
962,B0025ULYKI,"The little man is not yet in the world, but we are thrilled by the slumber otter",Flipcart,5,05-11-22,,1
964,B0025ULYKI,Ideal for children,Amazon,4,25-01-21,,1
966,B0025ULYKI,A beautiful gift for Christmas,Facebook,5,05-01-21,,1
967,B0025ULYKI,"Beautiful goods with many, fascinating functions. Highly recommended!",Twitter,5,04-01-20,,1
968,B0025ULYKI,Will be passed on as a gift,Instagram,5,13-12-20,,1
969,B0025ULYKI,super satisfied,Flipcart,5,15-01-21,,1
973,B0025ULYKI,My son loves it,Amazon,5,23-12-20,,1
974,B0025ULYKI,My daughter calms down really fast with Otter as soon as the heart tones are on :),Flipcart,5,20-01-20,,1
977,B0025ULYKI,Super gift. Looks cute and makes pleasant sounds.,Amazon,5,04-02-20,,1
980,B0025ULYKI,It was a gift for my grandson's eyes so glowed,Facebook,5,28-12-22,,1
981,B0025ULYKI,"Super, pleasant, easy operation",Twitter,5,16-01-20,,1
982,B0025ULYKI,Absolutely awesome! Plays longer than an ordinary wind-up clock and soothes the baby :-),Instagram,5,04-01-20,,1
983,B0025ULYKI,Very well arrived at the baby,Flipcart,5,19-01-21,,1
985,B0025ULYKI,After 1.5 months broken. Belly does not enter and the melody is now funny.,Amazon,1,04-11-20,,1
986,B0025ULYKI,I gave him away and he arrived very well,Flipcart,5,12-12-20,,0
991,B0025ULYKI,He looks totally cute and not only soothes babies or children,Amazon,5,02-02-20,,1
992,B003UDV9SG,Very great slumber otter.We are very satisfied and it soothes our daughter,Flipcart,5,02-01-20,,1
993,B00469VHRG,I'm happy to have bought this product. A must!,Amazon,5,01-03-21,,1
994,B002N2XXUC,Our son sleeps very well with it. He loves it. It calms him. Highly recommended,Facebook,5,12-02-20,,1
996,B002N2XXUC,"Very cuddly, something to love",Twitter,5,23-12-22,,1
997,B002N2XXUC,Mega I would have kept myself,Amazon,5,27-02-20,,1
998,B0028SWACS,Our baby falls asleep within minutes. Absolute recommendation!,Instagram,5,02-02-20,,1
999,B0028SWACS,"I'm completely satisfied with that and my baby, too, which is the most important thing.",Flipcart,5,27-11-20,,1
1000,B0028SWACS,The slumber otter likes our little daughter very well,Amazon,5,06-10-20,,1
1001,B0028SWACS,A super article.Even in the belly soothes the music the little one!,Flipcart,5,19-02-20,,1
1003,B0028SWACS,"After 1.5 months, Amazon sends me a new one.",Amazon,1,03-03-21,,1
1004,B001KVLDBI,Really super cuddly toy,Facebook,5,22-02-20,,0
1005,B001KVLDBI,Good quality,Twitter,5,03-01-20,,1
1007,B000UUYOPW,The otter is very helpful to us while falling asleep of both children,Instagram,5,26-09-20,,1
1009,B000UUYOPW,Our little girl loves the otter,Flipcart,5,24-12-22,,1
1012,B003UDSXU8,Best product for the baby very satisfied,Amazon,5,29-12-20,,1
1014,B003UDSXU8,Super our son sleeps much better,Flipcart,5,29-01-20,,1
1016,B003UDSXU8,I'm very happy with the otter.,Amazon,5,08-02-20,,1
1018,B003UDSXU8,"I am very satisfied, my baby is very happy :)",Facebook,5,16-03-20,,1
1019,B002OHOC6A,Was a gift - the child loves the Otter simply. Price/Performance top!,Twitter,5,15-01-21,,1
1022,B002OHOC6A,Would buy it over and over again.,Instagram,5,03-01-20,,1
1023,B002OHOC6A,The cute look,Flipcart,5,05-02-20,,1
1025,B002OHOC6A,Super The little Otter our child loves him to fall asleep.,Amazon,5,16-02-20,,1
1027,B002OHOC6A,Great otter. Nice fluffy,Flipcart,5,01-10-20,,1
1029,B002OHOC6A,Super thing... And really recommended as a gift for birth,Amazon,5,09-11-22,,1
1030,B002OHOC6A,I'm totally satisfied and my kid loves him.,Facebook,5,16-11-22,,1
1031,B002OHOC6A,Great gift! My grandson is satisfied and sleeps well with it.,Twitter,1,25-12-20,,1
1032,B002OHOC6A,"After a few weeks, unfortunately, no longer functioning music function.",Instagram,1,10-01-21,,0
1034,B002OHOC6A,"The otter is not only cute to look at, he also keeps what he promises. Our son sleeps very quietly since",Flipcart,5,12-01-20,,0
1037,B002OHOC6A,Super satisfied my daughter will be happy,Amazon,5,23-12-20,,1
1038,B002NVPPHC,The product is very good. It helps to relax and fall asleep.,Flipcart,5,29-12-20,,1
1040,B002NVPPHC,Highly recommended,Amazon,5,25-11-22,,1
1044,B001ELL7JM,To give away,Flipcart,5,13-12-20,,1
1048,B001ELL7JM,They were completely satisfied.,Amazon,5,08-01-21,,1
1049,B001ELL7JM,Best decision we could make,Facebook,5,12-08-20,,1
1051,B001ELL7JM,The Otter is great for giving birth,Twitter,5,27-11-20,,1
1052,B004SR97LO,The engine is too loud and unfortunately too big for the whole.,Amazon,2,14-01-20,,1
1053,B004OHKJWE,"Mega sweet otter, perfect to give away",Instagram,5,06-11-20,,0
1054,B0017WFN4S,I'm glad to see you again.,Flipcart,5,18-01-21,,1
1055,B004134H9W,Good,Amazon,5,07-12-20,,1
1061,B004134H9W,The child is satisfied so I am also :):),Flipcart,5,02-01-20,,1
1063,B004134H9W,My daughter has fun until she falls asleep,Amazon,5,11-01-20,,1
1065,B004134H9W,This otter is really every cent value,Facebook,5,17-11-20,,1
1068,B004134H9W,My granddaughter just sleeps with it.,Twitter,5,06-02-21,,1
1071,B004134H9W,The otter is sooooooo sweet and has great features.,Instagram,5,30-12-20,,1
1073,B007NWPB70,My baby loves it!,Flipcart,5,10-11-20,,1
1076,B007NWPB70,Really sweet,Amazon,5,20-10-20,,1
1077,B000084E1U,I believe that gift has arrived well.,Flipcart,5,28-02-20,,1
1079,B003JNWQPC,"Super fluffy, pleasant music",Amazon,5,22-10-22,,1
1080,B001DR488E,Could be a little quieter.,Facebook,4,19-03-20,,1
1082,B004IF3TAQ,Cute and good to fall asleep!,Twitter,5,26-01-20,,1
1084,B004IF3TAQ,Perfect to give away,Instagram,5,26-12-20,,1
1087,B004IF3TAQ,Very nice gift,Flipcart,5,13-10-20,,1
1092,B004IF3TAQ,For my unborn granddaughter.,Amazon,4,22-12-22,,1
1093,B000IUOBMA,Fast delivery,Flipcart,4,26-09-20,,1
1094,B001HTI226,Beautiful for babies to fall asleep,Amazon,5,08-01-20,,1
1097,B001HTI226,It is very cuddly and soothing,Facebook,5,14-01-21,,1
1098,B001HTI226,My son loves his otti,Twitter,5,17-12-20,,1
1100,B001HTI226,Good product.,Flipcart,5,27-12-20,,1
1101,B001HTI226,"The hammer, super sleep aid.",Amazon,5,27-10-22,,1
1104,B004XRJ1W4,Thank you,Facebook,5,12-12-20,,1
1105,B004MTMYNQ,It's okay!,Twitter,5,10-12-20,,1
1106,B004MTMYNQ,The Otter is totally awesome...,Instagram,5,19-02-20,,1
1107,B00283V4GQ,The product arrived super well!,Flipcart,5,30-12-20,,1
1108,B00283V4GQ,Very great,Amazon,5,21-03-20,,1
1115,B00283V4GQ,I'm very satisfied,Flipcart,5,03-12-22,,1
1118,B00283V4GQ,"Visually so sweet, the otter",Amazon,5,03-09-20,,1
1122,B00283V4GQ,Our grandson loves it,Facebook,5,08-02-20,,1
1123,B00283V4GQ,really helps!,Twitter,5,06-11-22,,1
1129,B00283V4GQ,Totally cute,Instagram,5,25-11-22,,1
1130,B00283V4GQ,Very nice.,Flipcart,5,12-11-20,,1
1131,B00283V4GQ,We love him,Amazon,5,13-10-20,,1
1133,B00283V4GQ,Relaxed falling asleep,Flipcart,4,13-01-20,,1
1138,B00283V4GQ,Everything's great,Amazon,4,01-01-21,,1
1139,B00283V4GQ,all great,Facebook,5,10-10-20,,1
1143,B00283V4GQ,Have it given away,Twitter,3,16-01-20,,1
1144,B00283V4GQ,I'm so excited.,Instagram,5,12-08-20,,0
1153,B00283V4GQ,for my baby,Flipcart,5,18-01-20,,1
1155,B00283V4GQ,Great.,Amazon,5,07-12-22,,1
1156,B00283V4GQ,Totally beautiful,Flipcart,5,28-12-20,,1
1157,B00283V4GQ,Efficacy,Amazon,5,29-12-20,,1
1165,B000JWEEB0,Very good,Flipcart,5,12-01-20,,1
1195,B000JWEEB0,Cuddly but too heavy.,Amazon,3,12-01-20,,1
1293,B000JWEEB0,"The small otter is immediately closed into the heart. It has such a nice design and is cuddly despite electronics. You can remove the inner life with cotton wool and you already have a normal stuff animal. The otter has various functions such as breathing noises, (the cleanest snoring in the world), sleeping melodies (finally quiet sounds and no hectic playing clock-climbing) or simply noise. If you lift the breathing movement activated and lowers the belly, unfortunately not quite noise-free. On the belly is also a small lamp built in which lights up during activity. Very nice. I particularly like that the volume can be adjusted, depending on need. Everything can be switched separately and with a slight pressure on the belly started or stopped. There is also an automatic shut-off after a certain time, which I find very practical! It is definitely a great companion for the very small ones and certainly also later! Positive: optics, function, design Neutral: electronics, engine noise Negative:",Facebook,5,09-09-22,17,0
1314,B005J4ZMR8,"I have to say that the otter looks incredibly sweet and I have fallen in love with it. Of course it was tried out immediately. There is a velcro closure behind it, when you open it you have the device in front of you where you can change batteries and also the different modes can choose There are two volume buttons ( loud and quiet ) adjustable in three volumes below there is the button to play music. Then there is the button to set noises that come by chance ( mother's womb sounds ) these remind me the heart tones of the child what you hear during ultrasound, then there is still the heartbeat and the breathing noise. The sounds come by chance you can't pick them out. Then there is the button that the otter breathes and a button for light. I have to say that the music is really soothing and even for us as adult is beautiful. The breath actually looks very realistic, but you can hear the engine very clearly, what can be perceived as disturbing. The otter is really nice to have the music played and the otter has not been able to breathe.",Twitter,4,22-08-22,9,1
1318,B008L19ZQ0,"The slumbery otter comes with batteries, so you can start right away.It looks very sweet and I look very pleasantly soft despite the electronics. Generally very well processed. Volume can be adjusted. The different functions can be combined. The speaker is very pleasant, no too high tones and also no scratches. The motor is heard during the belly movements, but not as bad as I think. If the motor encounters too high resistance, then everything goes out and it stops.You can also switch it off completely. In the packaging it is attached with a cord and a plastic part, which is removed with a 90 degree rotation. If you put the plastic part back in again sounds are short to hear and then the buttons are without function.I like the slumber otter very well, melody and sounds are pleasant and soothing. The Gösse also fits very well and the condition very simply.",Amazon,5,22-08-22,4,1
1324,B008L19ZQ0,"A really great, kleijer Otter, nice as a sleep aid for the baby. Very soft and fluffy, nice to cuddle and an ideal gift for birth. Because if a baby accepts this otter as a sleep aid and uses it, then only the attempt helps. You can not estimate that before. The small otter makes music or sounds, e.g. heartbeat or snoring. The batteries are already inserted and therefore of course included in the scope of delivery. I like the breathing, the belly moves visibly with the breathing, super-sweet. You can expand the battery part well and wash the otter thus well. There is a long, hidden Velcro connector at the back. At the battery compartment you can also make various settings. ZB sleep and snarch sounds, various, light piano music, volume, light and up to 30 minutes running time. A great idea, we like very well. Unfortunately, I have already discovered on this fluffy fur on the 1st view 2 draw threads. For this I pull off 1 star. That should happen with baby toys from the company is also good for older cases.",Instagram,4,25-08-22,2,1
1326,B008L19ZQ0,"I immediately fell in love with the little one when I saw him. Although I spent some time with the little one, because I don't let any children sleep here myself, I finally got him. I always have friends with her baby to visit and thought, so I could give the dwarf a more pleasant time here, if we sit longer. The little animal is really very cute, however, with me the picture is much better set in scene, than the original. The good one looks something, as if he had run against a wall. But beside the flat, somewhat wide head, it is still quite inseparable, however. If the content is not there. The electronics can be removed very easily by a Velcro lock in the back and operated. The surrounding body, which therefore represents the otter, is soft and fluffy, but to me almost thin. You feel the content nevertheless very strongly and I have some concerns, if the child would roll on it (to be lucky babies that will be quite rare). Here I would have just wished for some more light, the edges are not clearly the same as well as well as the rest of the rest.",Flipcart,4,29-08-22,2,1
1328,B008L19ZQ0,"We have ordered this slumber otter from Fisher-Price for our 2nd child. We were still looking for a music box and have definitely found it with this otter. What we noticed first, it is so fluffy and soft. That even our big ones liked it very much. It also looks really cute. It is operated with 4 AA batteries. The otter has different melodies that it can play, you can further adjust whether the baby sounds like a heartbeat, which should hear calm breathing while sleeping or hair dryer noises. The volume is also adjustable, which I like very much, because you have a predetermined volume for most of the playing clocks. You can also adjust at the operating unit whether the otter should glow in the middle and whether it should imitate breathing movements. The operating unit can be easily removed at the back by the Velcro closure and thus the otter wash small. In addition, according to the label you should wash it at low temperature and supposedly even in the dryer at low temperature, you can dry it. However, I would like to throw it into the dryer for safety. Therefore, I can't wash it very clearly.",Amazon,5,25-08-22,1,1
1330,B008L19ZQ0,"The otter looks simply cuddly. It has a friendly face, is soft and fluffy and can become the first plush friend for every baby. It is quite expensive, almost forty euros, but the price is quite justified. The otter is not only a simple musical clock that you raise, and then always comes the same melody. It has several different melodies on offer, which can play up to 30 minutes. The volume can be regulated. In addition, the otter gives breath sounds of itself on request, the chest of the stuffed animal lifts and lowers, and also the heartbeat can be made audible. On the belly of the otter a soft, yellowish light shines, which gradually becomes weaker and then runs out. For a baby, the otter therefore looks really real and has a calming effect when falling asleep. The four batteries required are included. The cover of the otter can be washed without ""intments"", so without electronics, well in the machine. I find this plush animal very cute and absolutely suitable for babies as sleeping companions.",Flipcart,5,20-08-22,1,1
1333,B00845LR4G,"The Slommer Otter music box by Fisher-Price is half-open packed in a cardboard box, so it looks like the cuddly animal is lying in a cradle. Nice design. Included in the delivery are 4 AA batteries, through which the music box is operated. The product is clean, unoccupied and does not secrete any odors. The otter combines some functions: It is cuddly toy, music box, light... You can set music, heartbeat and sleep sounds among others, lighting and movement. The keys to adjust are to be operated on the music box itself, for which you open the Velcro at the back of the otter. The little otter appeals. It is cuddly, has a friendly face and a pleasant size. The music box is removable from the inside, so that the otter itself can be washed in the machine. An aspect that is important in my opinion for small children. The product is certainly suitable as a gift.",Amazon,5,26-08-22,1,1
